name,sku,selling_price,original_price,currency,availability,color,category,source,breadcrumbs,description,brand,country,language,average_rating,reviews_count
Indicator Jacket,EY0066,40,$50 ,USD,InStock,Black,Clothing,adidas United States,Kids/Clothing,The walk to the gym or home from the bus stop just got easier. This juniors' adidas jacket adds a layer of warmth when the sun dips behind a cloud and the wind picks up. Flip up the hood and put your hands in the kangaroo pockets. Comfort achieved.,adidas,USA,en,4.8,4
Relaxed Marble Wash Hat,EX7508,23,$28 ,USD,InStock,Multicolor,Accessories,adidas United States,Men/Accessories,"Feel the essence of flowing rivers and rolling hills, even on crowded city streets. Peaceful earth-inspired colors complement the easy-wearing cotton comfort of this adidas hat. The flowy marble wash is unique to your cap alone. ,,By buying cotton products from us, you're supporting more sustainable cotton farming.",adidas,USA,en,5,2
VFA Backpack,EX7025,40,$50 ,USD,InStock,Purple,Accessories,adidas United States,Women/Accessories,"Does getting ready in the morning feel like packing for summer camp? No one else needs to know that. This adidas backpack looks refined enough to wear to work, and it holds enough to take you to the yoga studio and out with friends before you head home. Throw in your gym clothes, casual clothes and a water bottle. Tuck your phone in the media pocket so you can listen to your tunes between each stop.",adidas,USA,en,4.9,76
X Ghosted.3 Laceless Firm Ground Cleats,FW6968,80,$100 ,USD,InStock,Pink,Shoes,adidas United States,Soccer/Shoes,"The only thing that makes defenders sweat more than seeing you on the pitch? Not seeing you at all. Pull on X Ghosted and discover next-level speed. The stretchy tongue on these adidas soccer cleats means you'll get into them without a glitch. Lightweight and laceless, the mesh upper hugs the foot so you're securely strapped in for every sprint. The low-cut silhouette with signature Clawcollar shape locks your foot in for match-long stability and support.",adidas,USA,en,4.4,281
Essentials Logo Tee (Plus Size),H07813,20,$25 ,USD,InStock,Grey,Clothing,adidas United States,Women/Clothing,"There's nothing more essential than a trusty t-shirt. It's the foundation of any wardrobe, and this one brings comfort and style to your closet. The adidas Badge of Sport adds a touch of style to this everyday tee. The soft cotton jersey is ready for all-day wear. ,,By buying cotton products from us, you're supporting more sustainable cotton farming.",adidas,USA,en,4.5,29
Originals Sunglasses OR0032,EX4821,112,$160 ,USD,InStock,Black,Accessories,adidas United States,Originals/Accessories,"Timeless and easy. The iconic navigator shape gets an update with an acetate frame. These adidas Originals sunglasses add retro style to any outfit, and up your cool factor like no other accessory.",adidas,USA,en,5,2
adidas x Zoe Saldana Long Sleeve Tee,GS3935,28,$35 ,USD,InStock,Black,Clothing,adidas United States,Women/Clothing,"Your growth, your goals and the challenges you face along the way are all part of your journey. This adidas tee was created in collaboration with Zoe Saldana to inspire you to move with confidence, no matter where you are on your path. Smooth material lays softly on your body so you can feel comfortable in your own skin. A solid color offers styling versatility.,,This product is made with recycled content as part of our ambition to end plastic waste.",adidas,USA,en,4.6,15
Zebra Logo Graphic Tee,H14696,20,$25 ,USD,InStock,Blue,Clothing,adidas United States,Women/Clothing,"Keep the excitement of the game flowing, even when you're off the court, in this adidas t-shirt. The soft-printed graphic integrates a zebra print with the iconic adidas Badge of Sport. Mix and match it into any casual outfit for a touch of sport-inspired style that doesn't sacrifice comfort.,,By buying cotton products from us, you're supporting more sustainable cotton farming.",adidas,USA,en,4.5,25
HER Studio London Hoodie,H20456,56,$70 ,USD,InStock,White,Clothing,adidas United States,Women/Clothing,"Prints make life more fun. Female-led print house HER Studio London know all about it. That's why they decked out this hoodie in a vibrant mix of checked patterns and florals. The adidas Trefoil logo on the front? That's pure sport heritage. Dream team. ,,By buying cotton products from us, you're supporting more sustainable cotton farming.",adidas,USA,en,4.9,17
Aggies Long Sleeve Quarter-Zip Knit Sweatshirt,H48154,60,$75 ,USD,InStock,Multi,Clothing,adidas United States,Women/Clothing,"Root for the Aggies on game day or any day. This adidas AEROREADY quarter-zip sweatshirt absorbs moisture to keep you dry and comfortable, whether it's a blowout or a nail-biter. A Texas A&M logo has pride of place over your heart.,,This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic.",adidas,USA,en,5,1
Adicolor Classics Satin Dress,H33694,48,$60 ,USD,InStock,Black,Clothing,adidas United States,Women/Clothing,"Seize the sunbeam. This casual adidas dress is cut from satin fabric that practically glows in the light. The sleeveless cut lets your shoulders soak up some rays too.,,This product is made with Primegreen, a series of high-performance recycled materials.",adidas,USA,en,4.7,28
Adicolor Oversized Sweatshirt,H11395,68,$85 ,USD,InStock,White,Clothing,adidas United States,Women/Clothing,"With playful proportions and a vibrant color palette, the statement-making Adicolor Oversized Sweatshirt serves up minimalism with a contemporary twist. ​,​,Made from sumptuous French cotton-terry with an oversized fit, the hoodie is the ideal choice for those laid-back days spent lounging at home. Heading out the door? Simply throw on sneakers and jeans and you're good to go. ​,​,Billowing sleeves are given definition thanks to ribbed cuffs—which also keep you snug on those brisk early morning walks—while the tiny tonal Trefoil badge adds a touch of casual-cool to the versatile wardrobe staple. ,​,The cherry on top? Our cotton products support more sustainable cotton farming. A win win for the planet and your wardrobe.",adidas,USA,en,4.7,15
R.Y.V. Sling Pack,H32461,41,$58 ,USD,InStock,Black,Accessories,adidas United States,Originals/Accessories,"When you hear your dreams calling, answer them. Don't wait. Don't hesitate. Zip your stuff in this adidas sling bag and follow your own path with confidence. Durable ripstop fabric and utilitarian pockets show that you don't mess around when it comes to self expression.,,This product is made with recycled content as part of our ambition to end plastic waste.",adidas,USA,en,5,9
adidas Sportswear Future Icons Animal-Print Sweatshirt,HA5695,48,$60 ,USD,InStock,Grey,Clothing,adidas United States,Women/Clothing,"It's a fact. There is no wrong time for animal prints — especially when they're popping off this adidas sweatshirt. Move through your day supported by its soft, cozy fabric. The fun pattern keeps your look extra fresh. ,,This product is made with Primegreen, a series of high-performance recycled materials.",adidas,USA,en,4.8,5
Zebra Logo Graphic Tee,H14695,20,$25 ,USD,InStock,White,Clothing,adidas United States,Women/Clothing,"Keep the excitement of the game flowing, even when you're off the court, in this adidas t-shirt. The soft-printed graphic integrates a zebra print with the iconic adidas Badge of Sport. Mix and match it into any casual outfit for a touch of sport-inspired style that doesn't sacrifice comfort.,,By buying cotton products from us, you're supporting more sustainable cotton farming.",adidas,USA,en,4.5,25
Marimekko Trefoil Infill Cropped Tee,H20483,25,$35 ,USD,InStock,White,Clothing,adidas United States,Women/Clothing,"Double down on self-expression. Wear this sporty cropped t-shirt with cycling shorts, an oversize blazer or some roller skates. Anything works. Show off your midriff or go high-rise. It's up to you. However you style it, bright colors on an adidas Trefoil logo serve up a fun mix of Finnish design and sport heritage. ,,By buying cotton products from us, you're supporting more sustainable cotton farming.",adidas,USA,en,4.7,41
Adicolor Classics 3-Stripes Windbreaker,H06683,80,$100 ,USD,InStock,Black,Clothing,adidas United States,Men/Clothing,"The Adicolor Classics 3-Stripes Windbreaker is the best jacket for crisp winter mornings and long commutes in the city. Especially when you flip up the hood.,,Taking inspiration from our sports archives and reinventing it for today, the jacket fuses 90s-inspired style with functional design details. Multiple pockets are there to keep your valuables safe and easily accessible, while the iconic 3-Stripes and relaxed fit give it a casual-cool vibe.,,Bold and bright, in true Adicolor style, the jacket is made from lightweight recycled polyester that's ideal for transitional weather and weekend trips away. Pair yours with other items from the collection for maximum impact.",adidas,USA,en,4.9,12
AEROREADY  Designed to Move Sport Camo Logo Tee,H28794,20,$25 ,USD,InStock,Green,Clothing,adidas United States,Men/Clothing,"When activity is part of your daily routine, this adidas tee keeps you ready for whatever comes next. Stay feeling dry and fresh while you work, thanks to moisture-absorbing AEROREADY. Move freely in distraction-free comfort, from the basketball court to the weight room and beyond. The unique camo print turns up the style on your workout look.,,This product is made with Primegreen, a series of high-performance recycled materials.",adidas,USA,en,4.9,41
Zebra Logo Graphic Tee,GS4155,20,$25 ,USD,InStock,Green,Clothing,adidas United States,Women/Clothing,"Keep the excitement of the game flowing, even when you're off the court, in this adidas t-shirt. The soft-printed graphic integrates a zebra print with the iconic adidas Badge of Sport. Mix and match it into any casual outfit for a touch of sport-inspired style that doesn't sacrifice comfort.,,By buying cotton products from us, you're supporting more sustainable cotton farming.",adidas,USA,en,4.5,25
Camo-Print SST Top,H20311,40,$50 ,USD,InStock,Blue,Clothing,adidas United States,Kids/Clothing,"Camo print is usually meant for blending in. But you don't do usual. Bright and colorful, this print is all about standing out. Making an impression. Zip into the sporty style of this juniors' adidas track top and rock it in on school days or weekends. It's good for selfies too. ,,This product is made with Primegreen, a series of high-performance recycled materials.",adidas,USA,en,4.9,25
